"","Species_Pair","dom_species","sub_species","mod_completion","SUB_guild","DOM_guild","guild_pair","Interaction_Estimate","SD","lower","upper","Rhat","Significance","BPV.dom","BPV.sub","Chat.dom","Chat.sub","MCMC_setting","BPV_valid","BPV_valid_conserv","OD_valid","OD_valid_conserv","parameter_valid","direction","preference","support","support_conserv"
"135","SUB-Neofelis_genus~DOM-Sus_barbatus","Sus_barbatus","Neofelis_genus","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",-0.0529425583276788,0.0377135074456407,-0.129086356569015,0.0194188650070777,1.00002971538389,"Non-Significant",0.6703,0.1965,1.04229616606254,0.990482307679143,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Unsupported_2","Unsupported_3"
"136","SUB-Neofelis_genus~DOM-Sus_scrofa","Sus_scrofa","Neofelis_genus","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",0.0695979628707845,0.0297257740031885,0.0105535704852526,0.126929451057411,1.00004010281942,"Significant",0.546833333333333,0.195433333333333,1.04264094590167,0.998561780281202,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Supported","Unsupported_3"
"137","SUB-Neofelis_genus~DOM-Tapirus_indicus","Tapirus_indicus","Neofelis_genus","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",0.136380468276836,0.048937678483875,0.0392072711106664,0.230938991557907,1.00002501863611,"Significant",0.218733333333333,0.198366666666667,1.04176059450021,1.0320000392361,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Supported","Unsupported_3"
"138","SUB-Neofelis_genus~DOM-Tragulus_genus","Tragulus_genus","Neofelis_genus","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.0698586993502336,0.0297036599929039,-0.130868481603128,-0.0147591272543602,1.00003925229976,"Significant",0.467266666666667,0.191533333333333,1.0426668933276,1.00142644033535,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_1","Unsupported_3"
"139","SUB-Neofelis_genus~DOM-Trichys_fasciculata","Trichys_fasciculata","Neofelis_genus","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",0.107379258404116,0.049942718242714,0.00753367566895859,0.202374789592337,1.0011901891135,"Significant",0.3512,0.1999,1.04222571865992,1.01377409039887,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Supported","Unsupported_3"
"140","SUB-Neofelis_genus~DOM-Ursus_thibetanus","Ursus_thibetanus","Neofelis_genus","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",-0.00506975000324308,0.00893196482738708,-0.0238280795645148,0.0125647607375441,1.00978764906339,"Non-Significant",0.0179666666666667,0.196933333333333,1.04243473069539,1.07467964574786,"LONG","No","No","Yes","Yes","Yes","bottom-up","community","Unsupported_3","Unsupported_3"
"141","SUB-Neofelis_genus~DOM-Viverra_megaspila","Viverra_megaspila","Neofelis_genus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",-0.00796135723881503,0.262700824181291,-0.599587655934063,0.419193716323687,1.00090105234927,"Non-Significant",0.4104,0.1961,1.04223680703691,1.02747251868864,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_3"
"142","SUB-Neofelis_genus~DOM-Viverra_tangalunga","Viverra_tangalunga","Neofelis_genus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.111190227479736,0.0412877857407732,0.0307862487139879,0.192990361361956,1.00018373516411,"Significant",0.4479,0.200233333333333,1.04187305640375,1.00475636522237,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Supported","Unsupported_3"
"143","SUB-Neofelis_genus~DOM-Viverra_zibetha","Viverra_zibetha","Neofelis_genus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.138676222983029,0.0379257329910839,0.0620730637589913,0.211006235931867,1.00050394937696,"Significant",0.3931,0.198133333333333,1.04162505256283,1.00923915964468,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Supported","Unsupported_3"
"144","SUB-Neofelis_genus~DOM-Viverricula_indica","Viverricula_indica","Neofelis_genus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.142459600959376,0.124678376449085,-0.12191460297653,0.367642233617265,0.999991231101804,"Non-Significant",0.280533333333333,0.1949,1.04246471661766,1.06662697101318,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_3"
"145","SUB-Paguma_larvata~DOM-Cuon_alpinus","Cuon_alpinus","Paguma_larvata","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.0157854939476355,0.514312402285013,-0.970426297518723,1.22958077884656,1.00335419280405,"Non-Significant",0.3209,0.3973,1.01320613663235,1.02841563373606,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_2"
"146","SUB-Paguma_larvata~DOM-Neofelis_genus","Neofelis_genus","Paguma_larvata","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.576357383639431,0.0840830506901746,0.412790340316163,0.74547905135426,1.00020886365343,"Significant",0.192066666666667,0.387933333333333,1.01472822735711,1.04324306652279,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"147","SUB-Paguma_larvata~DOM-Panthera_pardus","Panthera_pardus","Paguma_larvata","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.0948584889675831,0.144035607256969,-0.223143650410859,0.34871043243558,1.00021646344314,"Non-Significant",0.1897,0.391366666666667,1.01379596945135,1.09241847320139,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_3"
"148","SUB-Paguma_larvata~DOM-Panthera_tigris","Panthera_tigris","Paguma_larvata","completed","Small_Omnivore","Large_Carnivore","SUB-Small_Omnivore~DOM-Large_Carnivore",0.373458493942755,0.173795901417577,0.0659541800506603,0.74049287400015,1.0013059623637,"Significant",0.374933333333333,0.392266666666667,1.01355452517964,1.01315005945712,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
"149","SUB-Panthera_pardus~DOM-Arctictis_binturong","Arctictis_binturong","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.460520648826687,1.68420477172919,-2.36372570590941,2.09062553090229,13.8697912762603,"Non-Significant",0.2528,0.222166666666667,1.09382191001339,1.04368338630056,"LONG","Yes","No","Yes","Yes","No","bottom-up","preferred","Unsupported_3","Unsupported_3"
"150","SUB-Panthera_pardus~DOM-Arctonyx_collaris","Arctonyx_collaris","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.560126186551138,1.70035791523246,-2.22857826562041,2.12952044494675,13.0247424097027,"Non-Significant",0.2105,0.2086,1.09832164937223,1.05472872082746,"LONG","Yes","No","Yes","Yes","No","bottom-up","preferred","Unsupported_3","Unsupported_3"
"151","SUB-Panthera_pardus~DOM-Argusianus_argus","Argusianus_argus","Panthera_pardus","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.0836389865274138,0.162760746382248,-0.461766315246504,0.163156765901546,1.00042368531577,"Non-Significant",0.3766,0.189633333333333,1.09293730084278,1.0081872185095,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_3"
"152","SUB-Panthera_pardus~DOM-Atherurus_macrourus","Atherurus_macrourus","Panthera_pardus","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",0.23987632830587,0.0859157967011531,0.0642928196640859,0.401657842136039,1.00063936141012,"Significant",0.210033333333333,0.195966666666667,1.09047887494228,1.02466048638104,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Supported","Unsupported_3"
"153","SUB-Panthera_pardus~DOM-Bos_gaurus","Bos_gaurus","Panthera_pardus","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",1.71321190878049,0.275716248554833,1.10097673286591,2.21270425845881,1.05870516389521,"Significant",0.2533,0.206333333333333,1.09679547766829,1.0218336273817,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Supported","Unsupported_3"
"154","SUB-Panthera_pardus~DOM-Capricornis_genus","Capricornis_genus","Panthera_pardus","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",-0.984778237040014,0.2066305681014,-1.39412006517882,-0.483970481524556,1.09939926539539,"Significant",0.152766666666667,0.239,1.08766187447667,1.0533685822742,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_1","Unsupported_3"
"155","SUB-Panthera_pardus~DOM-Cuon_alpinus","Cuon_alpinus","Panthera_pardus","completed","Large_Carnivore","Large_Carnivore","SUB-Large_Carnivore~DOM-Large_Carnivore",2.0476777626918,1.06603957687106,0.743687001472574,3.99537047544203,7.06498133800471,"Significant",0.3092,0.206966666666667,1.09879867857661,1.02966628647293,"LONG","Yes","No","Yes","Yes","No","top-down","community","Unsupported_3","Unsupported_3"
"156","SUB-Panthera_pardus~DOM-Helarctos_malayanus","Helarctos_malayanus","Panthera_pardus","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",1.24614104964559,0.202581106975138,0.889678131298225,1.67931805439824,1.06800799935176,"Significant",0.104566666666667,0.236166666666667,1.08875671200714,1.0308122263658,"LONG","No","No","Yes","Yes","Yes","bottom-up","community","Unsupported_3","Unsupported_3"
"157","SUB-Panthera_pardus~DOM-Herpestes_brachyurus","Herpestes_brachyurus","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.518858824527013,1.09382239836922,-0.663147639608761,3.19908791924148,1.02580342985627,"Non-Significant",0.2968,0.193833333333333,1.09308793824988,1.03222917829889,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_3"
"158","SUB-Panthera_pardus~DOM-Hystrix_brachyura","Hystrix_brachyura","Panthera_pardus","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",0.101134993728766,0.0323362558648437,0.0391331084090889,0.165903748666304,1.00090265366424,"Significant",0.00223333333333333,0.1876,1.09368202973218,1.05001513488973,"LONG","No","No","Yes","Yes","Yes","bottom-up","community","Unsupported_3","Unsupported_3"
"159","SUB-Panthera_pardus~DOM-Macaca_arctoides","Macaca_arctoides","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.200372839817949,0.170773557412765,-0.111540678280807,0.557986338941732,1.00076112163293,"Non-Significant",0.5169,0.186133333333333,1.09401452478301,0.9994041511122,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Unsupported_2","Unsupported_3"
"160","SUB-Panthera_pardus~DOM-Macaca_fascicularis","Macaca_fascicularis","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",-0.654465093303173,0.99017775774337,-1.78140269870594,0.872822561031445,9.02752453286592,"Non-Significant",0.404266666666667,0.226033333333333,1.08991696750144,1.0070793043663,"LONG","Yes","No","Yes","Yes","No","bottom-up","preferred","Unsupported_3","Unsupported_3"
"161","SUB-Panthera_pardus~DOM-Macaca_nemestrina","Macaca_nemestrina","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",-0.266494711225198,0.0870453376834324,-0.446468754924726,-0.106025788693269,1.00055402068016,"Significant",0.404733333333333,0.183766666666667,1.09536776678273,1.0029887096693,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Unsupported_1","Unsupported_3"
"162","SUB-Panthera_pardus~DOM-Martes_flavigula","Martes_flavigula","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.944578425350871,0.177946761312026,0.614657539573381,1.31728713592666,1.01402643582989,"Significant",0.0190333333333333,0.218133333333333,1.0907937656049,1.08679946722999,"LONG","No","No","Yes","Yes","Yes","bottom-up","community","Unsupported_3","Unsupported_3"
"163","SUB-Panthera_pardus~DOM-Muntiacus_genus","Muntiacus_genus","Panthera_pardus","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",0.538885491965668,0.0865457956337494,0.3781815491136,0.721633089864913,1.00011740495801,"Significant",0.477633333333333,0.209666666666667,1.08816686643776,1.00076824538334,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Supported","Unsupported_3"
"164","SUB-Panthera_pardus~DOM-Neofelis_genus","Neofelis_genus","Panthera_pardus","completed","Large_Carnivore","Large_Carnivore","SUB-Large_Carnivore~DOM-Large_Carnivore",1.41296813079001,0.235917981289826,0.953373008782302,1.86717694907822,1.10522660145945,"Significant",0.1655,0.2253,1.09229909255963,1.04791111359582,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"165","SUB-Panthera_pardus~DOM-Paguma_larvata","Paguma_larvata","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.693606576958584,1.6609726793088,-2.0464368007607,2.23564786345327,12.9532912928181,"Non-Significant",0.381466666666667,0.2262,1.09414567945042,1.01492179191083,"LONG","Yes","No","Yes","Yes","No","bottom-up","community","Unsupported_3","Unsupported_3"
"166","SUB-Panthera_pardus~DOM-Panthera_tigris","Panthera_tigris","Panthera_pardus","completed","Large_Carnivore","Large_Carnivore","SUB-Large_Carnivore~DOM-Large_Carnivore",1.22466231427796,0.209745488614253,0.843360062252468,1.64863474486903,1.01768335995086,"Significant",0.3311,0.1938,1.10231969999268,1.01755891537502,"LONG","Yes","No","Yes","No","Yes","top-down","community","Unsupported_1","Unsupported_3"
"167","SUB-Panthera_pardus~DOM-Paradoxurus_hermaphroditus","Paradoxurus_hermaphroditus","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",1.9982227725193,0.259322974707536,1.53191778895407,2.54690519761703,1.19937060653982,"Significant",0.3715,0.2125,1.09721336614563,1.0098236975094,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Supported","Unsupported_3"
"168","SUB-Panthera_pardus~DOM-Rusa_unicolor","Rusa_unicolor","Panthera_pardus","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",1.82603078087881,0.246182139554647,1.35505610718934,2.3263846117144,1.02824391628459,"Significant",0.571066666666667,0.2315,1.09000137954917,0.996450115328568,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Supported","Unsupported_3"
"169","SUB-Panthera_pardus~DOM-Sus_scrofa","Sus_scrofa","Panthera_pardus","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",0.125250930361469,0.0603856985648713,0.00383570354831668,0.242487793950792,1.00000813774227,"Significant",0.555566666666667,0.1902,1.09206431338979,0.998359685894221,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Supported","Unsupported_3"
"170","SUB-Panthera_pardus~DOM-Tapirus_indicus","Tapirus_indicus","Panthera_pardus","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",0.28872440253959,0.103024728082085,0.0816082357767702,0.487438562147839,1.00040272445253,"Significant",0.213133333333333,0.188333333333333,1.09242312599567,1.0327240051917,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Supported","Unsupported_3"
"171","SUB-Panthera_pardus~DOM-Tragulus_genus","Tragulus_genus","Panthera_pardus","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.141529973625847,0.1103711930534,-0.383843656113587,0.046524621519516,1.00010546881606,"Non-Significant",0.473266666666667,0.187,1.09269413329613,1.00140771340812,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_3"
"172","SUB-Panthera_pardus~DOM-Ursus_thibetanus","Ursus_thibetanus","Panthera_pardus","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",0.20414665139396,0.391485312327986,-0.514237667361163,0.760127710794326,7.03787095657203,"Non-Significant",0.0136,0.232333333333333,1.08860250293623,1.07715263889354,"LONG","No","No","Yes","Yes","No","bottom-up","community","Unsupported_3","Unsupported_3"
"173","SUB-Panthera_pardus~DOM-Viverra_megaspila","Viverra_megaspila","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",2.6636033292731,0.468595735178161,1.94270087519684,3.64936266657673,2.50421722152425,"Significant",0.4134,0.2117,1.09721198560905,1.02792140919279,"LONG","Yes","No","Yes","Yes","No","bottom-up","community","Unsupported_3","Unsupported_3"
"174","SUB-Panthera_pardus~DOM-Viverra_zibetha","Viverra_zibetha","Panthera_pardus","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.142596447448128,0.0778289175078899,-0.00738074218136243,0.301701335412321,1.00042355204999,"Non-Significant",0.385466666666667,0.184533333333333,1.09488979309935,1.00969491295592,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_3"
"175","SUB-Panthera_tigris~DOM-Arctictis_binturong","Arctictis_binturong","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.391952274765143,0.0583297618561338,0.276671205444029,0.506345778065373,1.00237343020663,"Significant",0.2392,0.394,1.01137272830885,1.04593789953491,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Supported","Unsupported_3"
"176","SUB-Panthera_tigris~DOM-Arctonyx_collaris","Arctonyx_collaris","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",-0.0734150627094751,0.0753305851877869,-0.228245812626626,0.0681820622206065,1.00023100000417,"Non-Significant",0.237833333333333,0.3678,1.01385039719602,1.04810628147315,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_3"
"177","SUB-Panthera_tigris~DOM-Argusianus_argus","Argusianus_argus","Panthera_tigris","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.0822779176522591,0.0538623029047027,-0.201074890773654,0.00869356029743319,0.999961786941094,"Non-Significant",0.371566666666667,0.363033333333333,1.01422264336233,1.00838147222499,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"178","SUB-Panthera_tigris~DOM-Atherurus_macrourus","Atherurus_macrourus","Panthera_tigris","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.0873210367810675,0.0812768401536371,-0.252935634119949,0.0685467333429841,1.00002794048776,"Non-Significant",0.206066666666667,0.374066666666667,1.01331609931538,1.0249998579218,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_3"
"179","SUB-Panthera_tigris~DOM-Bos_gaurus","Bos_gaurus","Panthera_tigris","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",0.0208201397900792,0.0435838886552047,-0.0656367779527227,0.104652360177142,0.999983664298729,"Non-Significant",0.256666666666667,0.370433333333333,1.01388281399963,1.02154086430462,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","preferred","Unsupported_2","Unsupported_2"
"180","SUB-Panthera_tigris~DOM-Capricornis_genus","Capricornis_genus","Panthera_tigris","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",-0.173242998296372,0.112309803635097,-0.395501736202071,0.0448776996743376,1.00006019722577,"Non-Significant",0.170633333333333,0.370133333333333,1.01355110450777,1.04751051466934,"LONG","Yes","No","Yes","Yes","Yes","bottom-up","preferred","Unsupported_2","Unsupported_3"
"181","SUB-Panthera_tigris~DOM-Cuon_alpinus","Cuon_alpinus","Panthera_tigris","completed","Large_Carnivore","Large_Carnivore","SUB-Large_Carnivore~DOM-Large_Carnivore",0.346672977366776,0.0641769377187794,0.222874836255972,0.475007126891454,1.0005460737892,"Significant",0.312833333333333,0.3867,1.01196738616183,1.02886687145668,"LONG","Yes","Yes","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_1"
"182","SUB-Panthera_tigris~DOM-Helarctos_malayanus","Helarctos_malayanus","Panthera_tigris","completed","Large_Carnivore","Large_Omnivore","SUB-Large_Carnivore~DOM-Large_Omnivore",0.0197784544285089,0.0218159251454934,-0.0256129052167611,0.0599010766686986,1.00006998276543,"Non-Significant",0.135233333333333,0.369466666666667,1.01360710264901,1.02705028170912,"LONG","No","No","Yes","Yes","Yes","bottom-up","preferred","Unsupported_3","Unsupported_3"
"183","SUB-Panthera_tigris~DOM-Herpestes_brachyurus","Herpestes_brachyurus","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.0982241362179879,1.86578977420364,-3.64340499984741,2.81929030682869,1.00272971726849,"Non-Significant",0.3068,0.367766666666667,1.01357047508066,1.03082489809376,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"184","SUB-Panthera_tigris~DOM-Hystrix_brachyura","Hystrix_brachyura","Panthera_tigris","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",0.0743827541963436,0.049614583013442,0.0214617725797472,0.189323164703269,1.97304128287887,"Significant",0.00163333333333333,0.338866666666667,1.01748768756149,1.05340999291414,"LONG","No","No","Yes","Yes","No","bottom-up","community","Unsupported_3","Unsupported_3"
"185","SUB-Panthera_tigris~DOM-Lophura_diardi","Lophura_diardi","Panthera_tigris","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.00863125608953316,0.0156619067936999,-0.0406456234292835,0.0208708519838044,1.00006053692546,"Non-Significant",0.251833333333333,0.369,1.01357147101687,1.02012146057074,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"186","SUB-Panthera_tigris~DOM-Lophura_nycthemera","Lophura_nycthemera","Panthera_tigris","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.0861320420488541,0.134371937119682,-0.384633958370211,0.13885906467069,1.00049481062157,"Non-Significant",0.2702,0.365,1.01354234096011,1.04053769781353,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"187","SUB-Panthera_tigris~DOM-Macaca_arctoides","Macaca_arctoides","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.597707139799848,0.275568506915477,0.195744172369426,1.27568270259569,1.0283620676454,"Significant",0.514033333333333,0.3617,1.01396776510082,1.00000563326846,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Supported","Supported"
"188","SUB-Panthera_tigris~DOM-Macaca_fascicularis","Macaca_fascicularis","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.544901798036787,0.485928396895763,-0.442318606947116,1.41008884431642,1.00283673208066,"Non-Significant",0.399433333333333,0.372066666666667,1.01321662823259,1.00784222689679,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"189","SUB-Panthera_tigris~DOM-Macaca_nemestrina","Macaca_nemestrina","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.0160983537315134,0.0411827703349567,-0.0656752280587339,0.0957239613496342,1.00009504000134,"Non-Significant",0.3986,0.371866666666667,1.01340284956102,1.00328978806577,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"190","SUB-Panthera_tigris~DOM-Martes_flavigula","Martes_flavigula","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.0997135233092586,0.0542272961129251,-0.00620053045870864,0.206288552825113,1.00007601506783,"Non-Significant",0.0241666666666667,0.365,1.01380236618064,1.08040017392422,"LONG","No","No","Yes","Yes","Yes","bottom-up","community","Unsupported_3","Unsupported_3"
"191","SUB-Panthera_tigris~DOM-Muntiacus_genus","Muntiacus_genus","Panthera_tigris","completed","Large_Carnivore","Small_Herbivore","SUB-Large_Carnivore~DOM-Small_Herbivore",-0.0523997046150747,0.0353904704137362,-0.122764424385501,0.0159845775866907,1.00064996507117,"Non-Significant",0.4655,0.365966666666667,1.01409460086467,1.00106248857136,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","preferred","Unsupported_2","Unsupported_2"
"192","SUB-Panthera_tigris~DOM-Neofelis_genus","Neofelis_genus","Panthera_tigris","completed","Large_Carnivore","Large_Carnivore","SUB-Large_Carnivore~DOM-Large_Carnivore",-0.110893236298324,0.104330933216316,-0.320947009227408,0.0884247852165432,1.00008297583743,"Non-Significant",0.197,0.3617,1.01429049435994,1.04202050711434,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_2","Unsupported_3"
"193","SUB-Panthera_tigris~DOM-Paguma_larvata","Paguma_larvata","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",0.979060653637209,0.29128420031582,0.31323729042101,1.47499899892106,1.00499207333746,"Significant",0.383866666666667,0.3876,1.01176169373577,1.01468628034638,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Supported","Supported"
"194","SUB-Panthera_tigris~DOM-Panthera_pardus","Panthera_pardus","Panthera_tigris","completed","Large_Carnivore","Large_Carnivore","SUB-Large_Carnivore~DOM-Large_Carnivore",0.347623859391771,0.153688943831587,0.0769325053658649,0.700185142829442,1.00135767845494,"Significant",0.186133333333333,0.368566666666667,1.01359142845721,1.09088432918592,"LONG","Yes","No","Yes","Yes","Yes","top-down","community","Unsupported_1","Unsupported_3"
"195","SUB-Panthera_tigris~DOM-Paradoxurus_hermaphroditus","Paradoxurus_hermaphroditus","Panthera_tigris","completed","Large_Carnivore","Small_Omnivore","SUB-Large_Carnivore~DOM-Small_Omnivore",-0.0319664914815808,0.0530884596190931,-0.139547953510077,0.0675003753027372,1.00005733818998,"Non-Significant",0.375666666666667,0.3667,1.01375964383933,1.00962393786164,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","community","Unsupported_2","Unsupported_2"
"196","SUB-Panthera_tigris~DOM-Rusa_unicolor","Rusa_unicolor","Panthera_tigris","completed","Large_Carnivore","Large_Herbivore","SUB-Large_Carnivore~DOM-Large_Herbivore",0.130817455238045,0.0216093244905942,0.0882101879571448,0.172921609148806,1.0005254972374,"Significant",0.5852,0.365166666666667,1.01381008675655,0.99568450911287,"LONG","Yes","Yes","Yes","Yes","Yes","bottom-up","preferred","Supported","Supported"
