"Species","Guild","Body_mass"
"Caprimulgus asiaticus","Carnivore",0.042
"Caprimulgus atripennis","Carnivore",0.061
"Caprimulgus batesi","Carnivore",0.1
"Caprimulgus binotatus","Carnivore",0.063
"Caprimulgus celebensis","Carnivore",0.0575
"Caprimulgus clarus","Carnivore",0.0425
"Caprimulgus climacurus","Carnivore",0.0458
"Caprimulgus concretus","Carnivore",0.0575
"Caprimulgus donaldsoni","Carnivore",0.029
"Caprimulgus europaeus","Carnivore",0.067
"Caprimulgus eximius","Carnivore",0.0663
"Caprimulgus fossii","Carnivore",0.0583
"Caprimulgus fraenatus","Carnivore",0.0597
"Caprimulgus indicus","Carnivore",0.0916
"Caprimulgus inornatus","Carnivore",0.0503
"Caprimulgus jotaka","Carnivore",0.0916
"Caprimulgus longipennis","Carnivore",0.048
"Caprimulgus macrurus","Carnivore",0.0662
"Caprimulgus madagascariensis","Carnivore",0.0411
"Caprimulgus mahrattensis","Carnivore",0.057
"Caprimulgus manillensis","Carnivore",0.0703
"Caprimulgus meesi","Carnivore",0.0662
"Caprimulgus natalensis","Carnivore",0.0777
"Caprimulgus nigriscapularis","Carnivore",0.0514
"Caprimulgus nubicus","Carnivore",0.0493
"Caprimulgus pectoralis","Carnivore",0.0514
"Caprimulgus phalaena","Carnivore",0.0916
"Caprimulgus poliocephalus","Carnivore",0.0418
"Caprimulgus prigoginei","Carnivore",0.0575
"Caprimulgus pulchellus","Carnivore",0.0575
"Caprimulgus ruficollis","Carnivore",0.0685
"Caprimulgus rufigena","Carnivore",0.052
"Caprimulgus ruwenzorii","Carnivore",0.0418
"Caprimulgus solala","Carnivore",0.079
"Caprimulgus stellatus","Carnivore",0.0582
"Caprimulgus tristigma","Carnivore",0.079
"Caprimulgus vexillarius","Carnivore",0.0722
"Chordeiles acutipennis","Carnivore",0.0484
"Chordeiles gundlachii","Carnivore",0.05
"Chordeiles minor","Carnivore",0.0793
"Chordeiles nacunda","Carnivore",0.159
"Chordeiles pusillus","Carnivore",0.0306
"Chordeiles rupestris","Carnivore",0.0523
"Eleothreptus anomalus","Carnivore",0.0437
"Eleothreptus candicans","Carnivore",0.0493
"Eurostopodus archboldi","Carnivore",0.077
"Eurostopodus argus","Carnivore",0.0934
"Eurostopodus diabolicus","Carnivore",0.1044
"Eurostopodus exul","Carnivore",0.077
"Eurostopodus mystacalis","Carnivore",0.1345
"Eurostopodus nigripennis","Carnivore",0.1345
"Eurostopodus papuensis","Carnivore",0.0805
"Gactornis enarratus","Carnivore",0.0528
"Hydropsalis cayennensis","Carnivore",0.0355
"Hydropsalis climacocerca","Carnivore",0.046
"Hydropsalis maculicaudus","Carnivore",0.0303
"Hydropsalis torquata","Carnivore",0.0585
"Lurocalis rufiventris","Carnivore",0.1285
"Lurocalis semitorquatus","Carnivore",0.0759
"Lyncornis macrotis","Carnivore",0.1406
"Lyncornis temminckii","Carnivore",0.0959
"Macropsalis forcipata","Carnivore",0.139
"Nyctidromus albicollis","Carnivore",0.0578
"Nyctidromus anthonyi","Carnivore",0.0359
"Nyctiphrynus mcleodii","Carnivore",0.035
"Nyctiphrynus ocellatus","Carnivore",0.0396
"Nyctiphrynus rosenbergi","Carnivore",0.052
"Nyctiphrynus yucatanicus","Carnivore",0.0245
"Nyctipolus hirundinaceus","Carnivore",0.032
"Nyctipolus nigrescens","Carnivore",0.0357
"Nyctiprogne leucopyga","Carnivore",0.0273
"Nyctiprogne vielliardi","Carnivore",0.041
"Phalaenoptilus nuttallii","Carnivore",0.0483
"Setopagis heterura","Carnivore",0.037
"Setopagis maculosa","Carnivore",0.047
"Setopagis parvula","Carnivore",0.037
"Setopagis whitelyi","Carnivore",0.047
"Siphonorhis brewsteri","Carnivore",0.037
"Systellura decussata","Carnivore",0.0456
"Systellura longirostris","Carnivore",0.0456
"Uropsalis lyra","Carnivore",0.0712
"Uropsalis segmentata","Carnivore",0.0429
"Hemiprocne comata","Carnivore",0.0206
"Hemiprocne coronata","Carnivore",0.029
"Hemiprocne longipennis","Carnivore",0.0428
"Hemiprocne mystacea","Carnivore",0.0701
"Nyctibius aethereus","Carnivore",0.4405
"Nyctibius bracteatus","Carnivore",0.0517
"Nyctibius grandis","Carnivore",0.547
"Nyctibius griseus","Carnivore",0.172
"Nyctibius jamaicensis","Carnivore",0.266
"Nyctibius leucopterus","Carnivore",0.0864
"Nyctibius maculosus","Carnivore",0.1703
"Batrachostomus affinis","Carnivore",0.0463
"Batrachostomus auritus","Carnivore",0.206
"Batrachostomus chaseni","Carnivore",0.0463
"Batrachostomus cornutus","Carnivore",0.0463
"Batrachostomus harterti","Carnivore",0.206
"Batrachostomus hodgsoni","Carnivore",0.051
"Batrachostomus javensis","Carnivore",0.0463
"Batrachostomus mixtus","Carnivore",0.0463
"Batrachostomus moniliger","Carnivore",0.0524
"Batrachostomus poliolophus","Carnivore",0.0463
"Batrachostomus septimus","Carnivore",0.0868
"Batrachostomus stellatus","Carnivore",0.0513
"Podargus ocellatus","Carnivore",0.1754
"Podargus papuensis","Carnivore",0.3757
"Podargus strigoides","Carnivore",0.308
"Rigidipenna inexpectata","Carnivore",0.1754
"Steatornis caripensis","Herbivore",0.408
"Abeillia abeillei","Herbivore",0.0027
"Adelomyia melanogenys","Herbivore",0.0049
"Aglaeactis aliciae","Herbivore",0.007
"Aglaeactis castelnaudii","Herbivore",0.0067
"Aglaeactis cupripennis","Herbivore",0.0076
"Aglaeactis pamela","Herbivore",0.0055
"Aglaiocercus berlepschi","Herbivore",0.005
"Aglaiocercus coelestis","Herbivore",0.0056
"Aglaiocercus kingii","Herbivore",0.0048
"Amazilia boucardi","Herbivore",0.0045
"Amazilia luciae","Herbivore",0.0045
"Amazilia rutila","Herbivore",0.0052
"Amazilia tzacatl","Herbivore",0.0048
"Amazilia yucatanensis","Herbivore",0.0039
"Amazilis amazilia","Herbivore",0.0043
"Androdon aequatorialis","Herbivore",0.0073
"Anopetia gounellei","Herbivore",0.0032
"Anthocephala berlepschi","Herbivore",0.0039
"Anthocephala floriceps","Herbivore",0.0039
"Anthracothorax dominicus","Herbivore",0.0058
"Anthracothorax mango","Herbivore",0.0083
"Anthracothorax nigricollis","Herbivore",0.007
"Anthracothorax prevostii","Herbivore",0.0064
"Anthracothorax veraguensis","Herbivore",0.007
"Anthracothorax viridigula","Herbivore",0.0075
"Anthracothorax viridis","Herbivore",0.0066
"Archilochus alexandri","Herbivore",0.0034
"Archilochus colubris","Omnivore",0.0031
"Augastes lumachella","Herbivore",0.004
"Augastes scutatus","Herbivore",0.003
"Avocettula recurvirostris","Herbivore",0.0042
"Basilinna leucotis","Herbivore",0.0034
"Basilinna xantusii","Herbivore",0.0034
"Boissonneaua flavescens","Herbivore",0.0082
"Boissonneaua jardini","Herbivore",0.0091
"Boissonneaua matthewsii","Herbivore",0.0077
"Calliphlox amethystina","Herbivore",0.0028
"Calothorax lucifer","Herbivore",0.0033
"Calothorax pulcher","Herbivore",0.0027
"Calypte anna","Herbivore",0.0042
"Calypte costae","Herbivore",0.0031
"Campylopterus calcirupicola","Herbivore",0.0083
"Campylopterus diamantinensis","Herbivore",0.0083
"Campylopterus duidae","Herbivore",0.0061
"Campylopterus ensipennis","Herbivore",0.0096
"Campylopterus falcatus","Herbivore",0.0072
"Campylopterus hemileucurus","Herbivore",0.0097
"Campylopterus hyperythrus","Herbivore",0.0064
"Campylopterus largipennis","Herbivore",0.0083
"Campylopterus phainopeplus","Herbivore",0.0077
"Campylopterus villaviscensio","Herbivore",0.0074
"Chaetocercus astreans","Herbivore",0.002
"Chaetocercus berlepschi","Herbivore",0.002
"Chaetocercus bombus","Herbivore",0.0065
"Chaetocercus heliodor","Herbivore",0.002
"Chaetocercus jourdanii","Herbivore",0.0033
"Chaetocercus mulsant","Herbivore",0.0039
"Chalcostigma herrani","Herbivore",0.0058
"Chalcostigma heteropogon","Herbivore",0.0061
"Chalcostigma olivaceum","Herbivore",0.0082
"Chalcostigma ruficeps","Herbivore",0.0034
"Chalcostigma stanleyi","Herbivore",0.0058
"Chalybura buffonii","Herbivore",0.0068
"Chalybura urochrysia","Herbivore",0.0064
"Chionomesa fimbriata","Herbivore",0.0049
"Chionomesa lactea","Herbivore",0.0046
"Chlorestes candida","Herbivore",0.0038
"Chlorestes cyanus","Herbivore",0.0033
"Chlorestes eliciae","Herbivore",0.0036
"Chlorestes julie","Herbivore",0.0033
"Chlorestes notata","Herbivore",0.0042
"Chlorostilbon alice","Herbivore",0.0035
"Chlorostilbon assimilis","Herbivore",0.0026
"Chlorostilbon gibsoni","Herbivore",0.0026
"Chlorostilbon lucidus","Herbivore",0.0035
"Chlorostilbon melanorhynchus","Herbivore",0.0026
"Chlorostilbon mellisugus","Herbivore",0.0026
"Chlorostilbon olivaresi","Herbivore",0.0037
"Chlorostilbon poortmani","Herbivore",0.0033
"Chlorostilbon russatus","Herbivore",0.0034
"Chlorostilbon stenurus","Herbivore",0.0034
"Chrysolampis mosquitus","Herbivore",0.0039
"Chrysuronia brevirostris","Herbivore",0.0043
"Chrysuronia coeruleogularis","Herbivore",0.0042
"Chrysuronia goudoti","Herbivore",0.004
"Chrysuronia grayi","Herbivore",0.0056
"Chrysuronia humboldtii","Herbivore",0.0056
"Chrysuronia leucogaster","Herbivore",0.0047
"Chrysuronia lilliae","Herbivore",0.0043
"Chrysuronia oenone","Herbivore",0.005
"Chrysuronia versicolor","Herbivore",0.0041
"Clytolaema rubricauda","Herbivore",0.0079
"Coeligena bonapartei","Herbivore",0.0065
"Coeligena coeligena","Herbivore",0.0068
"Coeligena helianthea","Herbivore",0.0066
"Coeligena iris","Herbivore",0.0069
"Coeligena lutetiae","Herbivore",0.0073
"Coeligena orina","Herbivore",0.0065
"Coeligena phalerata","Herbivore",0.0061
"Coeligena prunellei","Herbivore",0.007
"Coeligena torquata","Herbivore",0.0067
"Coeligena violifer","Herbivore",0.0074
"Coeligena wilsoni","Herbivore",0.0067
"Colibri coruscans","Herbivore",0.0067
"Colibri cyanotus","Herbivore",0.0059
"Colibri delphinae","Herbivore",0.0064
"Colibri serrirostris","Herbivore",0.0067
"Colibri thalassinus","Herbivore",0.0059
"Cynanthus auriceps","Herbivore",0.0026
"Cynanthus canivetii","Herbivore",0.0026
"Cynanthus doubledayi","Herbivore",0.0031
"Cynanthus forficatus","Herbivore",0.0026
"Cynanthus latirostris","Herbivore",0.0031
"Discosura conversii","Herbivore",0.003
"Discosura langsdorffi","Herbivore",0.0028
"Discosura letitiae","Herbivore",0.0028
"Discosura longicaudus","Herbivore",0.0034
"Discosura popelairii","Herbivore",0.0025
"Doricha eliza","Herbivore",0.0025
"Doricha enicura","Herbivore",0.0024
"Doryfera johannae","Herbivore",0.0048
"Doryfera ludovicae","Herbivore",0.006
"Elliotomyia chionogaster","Herbivore",0.005
"Elliotomyia viridicauda","Herbivore",0.0061
"Ensifera ensifera","Herbivore",0.0112
"Eriocnemis aline","Herbivore",0.0042
"Eriocnemis cupreoventris","Herbivore",0.0053
"Eriocnemis derbyi","Herbivore",0.0055
"Eriocnemis glaucopoides","Herbivore",0.0037
"Eriocnemis godini","Herbivore",0.0051
"Eriocnemis isabellae","Herbivore",0.0045
"Eriocnemis luciani","Herbivore",0.006
"Eriocnemis mirabilis","Herbivore",0.0051
"Eriocnemis mosquera","Herbivore",0.0053
"Eriocnemis nigrivestis","Herbivore",0.0085
"Eriocnemis vestita","Herbivore",0.0045
"Eugenes fulgens","Herbivore",0.008
"Eugenes spectabilis","Herbivore",0.008
"Eulampis holosericeus","Herbivore",0.0057
"Eulampis jugularis","Herbivore",0.0089
"Eulidia yarrellii","Herbivore",0.0025
"Eupetomena cirrochloris","Herbivore",0.0077
"Eupetomena macroura","Herbivore",0.009
"Eupherusa cyanophrys","Herbivore",0.0048
"Eupherusa eximia","Herbivore",0.0043
"Eupherusa nigriventris","Herbivore",0.0035
"Eupherusa poliocerca","Herbivore",0.0048
"Eupherusa ridgwayi","Herbivore",0.0038
"Eutoxeres aquila","Herbivore",0.0106
"Eutoxeres condamini","Herbivore",0.0108
"Florisuga fusca","Herbivore",0.008
"Florisuga mellivora","Herbivore",0.0074
"Glaucis aeneus","Herbivore",0.0048
"Glaucis dohrnii","Herbivore",0.0058
"Glaucis hirsutus","Herbivore",0.0068
"Goldmania bella","Herbivore",0.0034
"Goldmania violiceps","Herbivore",0.0041
"Haplophaedia assimilis","Herbivore",0.0048
"Haplophaedia aureliae","Herbivore",0.0052
"Haplophaedia lugens","Herbivore",0.0069
"Heliactin bilophus","Herbivore",0.0044
"Heliangelus amethysticollis","Herbivore",0.005
"Heliangelus exortis","Herbivore",0.0046
"Heliangelus mavors","Herbivore",0.0042
"Heliangelus micraster","Herbivore",0.0039
"Heliangelus regalis","Herbivore",0.0036
"Heliangelus strophianus","Herbivore",0.0055
"Heliangelus viola","Herbivore",0.0054
"Heliodoxa aurescens","Herbivore",0.0064
"Heliodoxa branickii","Herbivore",0.0052
"Heliodoxa gularis","Herbivore",0.0063
"Heliodoxa imperatrix","Herbivore",0.0088
"Heliodoxa jacula","Herbivore",0.0081
"Heliodoxa leadbeateri","Herbivore",0.0074
"Heliodoxa rubinoides","Herbivore",0.0078
"Heliodoxa schreibersii","Herbivore",0.0092
"Heliodoxa xanthogonys","Herbivore",0.007
"Heliomaster constantii","Herbivore",0.0073
"Heliomaster furcifer","Herbivore",0.0054
"Heliomaster longirostris","Herbivore",0.0066
"Heliomaster squamosus","Herbivore",0.0059
"Heliothryx auritus","Herbivore",0.0054
"Heliothryx barroti","Herbivore",0.0055
"Hylocharis chrysura","Herbivore",0.0045
"Hylocharis sapphirina","Herbivore",0.0044
"Hylonympha macrocerca","Herbivore",0.0073
"Klais guimeti","Herbivore",0.0026
"Lafresnaya lafresnayi","Herbivore",0.0053
"Lampornis amethystinus","Herbivore",0.0052
"Lampornis calolaemus","Herbivore",0.0051
"Lampornis castaneoventris","Herbivore",0.0051
"Lampornis clemenciae","Herbivore",0.0076
"Lampornis hemileucus","Herbivore",0.0055
"Lampornis sybillae","Herbivore",0.0063
"Lampornis viridipallens","Herbivore",0.0053
"Lamprolaima rhami","Herbivore",0.0078
"Lesbia nuna","Herbivore",0.0037
"Lesbia victoriae","Herbivore",0.005
"Leucippus fallax","Herbivore",0.006
"Leucochloris albicollis","Herbivore",0.0063
"Leucolia violiceps","Herbivore",0.0051
"Leucolia viridifrons","Herbivore",0.0063
"Loddigesia mirabilis","Herbivore",0.003
"Lophornis adorabilis","Herbivore",0.0027
"Lophornis brachylophus","Herbivore",0.0027
"Lophornis chalybeus","Herbivore",0.003
"Lophornis delattrei","Herbivore",0.0028
"Lophornis gouldii","Herbivore",0.0024
"Lophornis helenae","Herbivore",0.0026
"Lophornis magnificus","Omnivore",0.0027
"Lophornis ornatus","Omnivore",0.0023
"Lophornis pavoninus","Herbivore",0.003
"Lophornis stictolophus","Herbivore",0.0027
"Lophornis verreauxii","Herbivore",0.003
"Mellisuga helenae","Herbivore",0.0022
"Mellisuga minima","Herbivore",0.0024
"Metallura aeneocauda","Herbivore",0.0052
"Metallura baroni","Herbivore",0.0043
"Metallura eupogon","Herbivore",0.0046
"Metallura iracunda","Herbivore",0.0039
"Metallura odomae","Herbivore",0.0051
"Metallura phoebe","Herbivore",0.0054
"Metallura theresiae","Herbivore",0.0049
"Metallura tyrianthina","Herbivore",0.0038
"Metallura williami","Herbivore",0.0045
"Microchera albocoronata","Herbivore",0.0027
"Microchera chionura","Herbivore",0.003
"Microchera cupreiceps","Herbivore",0.003
"Microstilbon burmeisteri","Herbivore",0.0025
"Myrmia micrura","Herbivore",0.0023
"Myrtis fanny","Herbivore",0.0023
"Nesophlox evelynae","Herbivore",0.0024
"Nesophlox lyrura","Herbivore",0.0024
"Ocreatus underwoodii","Herbivore",0.003
"Opisthoprora euryptera","Herbivore",0.0062
"Oreonympha nobilis","Herbivore",0.0077
"Oreotrochilus adela","Herbivore",0.0079
"Oreotrochilus chimborazo","Herbivore",0.0082
"Oreotrochilus cyanolaemus","Herbivore",0.0081
"Oreotrochilus estella","Herbivore",0.0081
"Oreotrochilus leucopleurus","Herbivore",0.0082
"Oreotrochilus melanogaster","Herbivore",0.0091
"Oreotrochilus stolzmanni","Herbivore",0.0087
"Orthorhyncus cristatus","Herbivore",0.003
"Oxypogon cyanolaemus","Herbivore",0.0048
"Oxypogon guerinii","Herbivore",0.0048
"Oxypogon lindenii","Herbivore",0.0048
"Oxypogon stuebelii","Herbivore",0.0048
"Pampa curvipennis","Herbivore",0.006
"Pampa excellens","Herbivore",0.006
"Pampa rufa","Herbivore",0.0071
"Panterpe insignis","Herbivore",0.0057
"Patagona gigas","Herbivore",0.0202
"Phaeochroa cuvierii","Herbivore",0.0089
"Phaeoptila sordida","Herbivore",0.004
"Phaethornis aethopygus","Herbivore",0.003
"Phaethornis anthophilus","Herbivore",0.0059
"Phaethornis atrimentalis","Herbivore",0.0026
"Phaethornis augusti","Herbivore",0.006
"Phaethornis bourcieri","Herbivore",0.0043
"Phaethornis eurynome","Herbivore",0.0053
"Phaethornis griseogularis","Herbivore",0.0023
"Phaethornis guy","Herbivore",0.0063
"Phaethornis hispidus","Herbivore",0.005
"Phaethornis idaliae","Herbivore",0.0026
"Phaethornis koepckeae","Herbivore",0.005
"Phaethornis longirostris","Herbivore",0.006
"Phaethornis longuemareus","Herbivore",0.003
"Phaethornis malaris","Herbivore",0.0059
"Phaethornis mexicanus","Herbivore",0.006
"Phaethornis nattereri","Herbivore",0.0031
"Phaethornis philippii","Herbivore",0.005
"Phaethornis pretrei","Herbivore",0.0056
"Phaethornis ruber","Herbivore",0.0024
"Phaethornis rupurumii","Herbivore",0.0037
"Phaethornis squalidus","Herbivore",0.0034
"Phaethornis striigularis","Herbivore",0.003
"Phaethornis stuarti","Herbivore",0.0029
"Phaethornis subochraceus","Herbivore",0.0038
"Phaethornis superciliosus","Herbivore",0.0063
"Phaethornis syrmatophorus","Herbivore",0.0058
"Phaethornis yaruqui","Herbivore",0.0054
"Philodice bryantae","Herbivore",0.0033
"Philodice mitchellii","Herbivore",0.0031
"Phlogophilus harterti","Herbivore",0.0027
"Phlogophilus hemileucurus","Herbivore",0.0028
"Polyerata amabilis","Herbivore",0.0043
"Polyerata decora","Herbivore",0.0047
"Polyerata rosenbergi","Herbivore",0.0037
"Polyonymus caroli","Herbivore",0.0048
"Polytmus guainumbi","Herbivore",0.0052
"Polytmus milleri","Herbivore",0.0041
"Polytmus theresiae","Herbivore",0.0038
"Pterophanes cyanopterus","Herbivore",0.0093
"Ramphodon naevius","Herbivore",0.0079
"Ramphomicron dorsale","Herbivore",0.0035
"Ramphomicron microrhynchum","Herbivore",0.0036
"Rhodopis vesper","Herbivore",0.0038
"Riccordia bicolor","Herbivore",0.0045
"Riccordia maugaeus","Herbivore",0.0031
"Riccordia ricordii","Herbivore",0.0032
"Riccordia swainsonii","Herbivore",0.0043
"Sappho sparganurus","Herbivore",0.0053
"Saucerottia beryllina","Herbivore",0.0045
"Saucerottia castaneiventris","Herbivore",0.005
"Saucerottia cyanifrons","Herbivore",0.005
"Saucerottia cyanocephala","Herbivore",0.0051
"Saucerottia cyanura","Herbivore",0.0039
"Saucerottia edward","Herbivore",0.0047
"Saucerottia hoffmanni","Herbivore",0.0045
"Saucerottia saucerottei","Herbivore",0.0045
"Saucerottia tobaci","Herbivore",0.0047
"Saucerottia viridigaster","Herbivore",0.0037
"Schistes albogularis","Herbivore",0.0036
"Schistes geoffroyi","Herbivore",0.0036
"Selasphorus ardens","Herbivore",0.0031
"Selasphorus calliope","Herbivore",0.0026
"Selasphorus ellioti","Herbivore",0.0029
"Selasphorus flammula","Herbivore",0.0027
"Selasphorus heloisa","Herbivore",0.0022
"Selasphorus platycercus","Herbivore",0.0035
"Selasphorus rufus","Herbivore",0.0035
"Selasphorus sasin","Herbivore",0.0034
"Selasphorus scintilla","Herbivore",0.0022
"Sephanoides fernandensis","Herbivore",0.0087
"Sephanoides sephaniodes","Herbivore",0.0052
"Stephanoxis lalandi","Herbivore",0.004
"Stephanoxis loddigesii","Herbivore",0.004
"Sternoclyta cyanopectus","Herbivore",0.008
"Talaphorus chlorocercus","Herbivore",0.0046
"Taphrolesbia griseiventris","Herbivore",0.0089
"Taphrospilus hypostictus","Herbivore",0.007
"Thalurania colombica","Herbivore",0.0045
"Thalurania furcata","Herbivore",0.0042
"Thalurania glaucopis","Herbivore",0.0048
"Thalurania watertonii","Herbivore",0.0046
"Thaumasius baeri","Herbivore",0.0045
"Thaumasius taczanowskii","Herbivore",0.0064
